"index","bitex","rank","name","symbol","price","performance15min","performance1h","performance3h","performance1d","performance7d","performance1m","performance3m","performance6m","volatility","date","pk_dummy","date_time","pkey"
21.54,66.92,2,"Ethereum","ETH",188.91,-0.07,-0.18,-0.72,2.02,1.49,4.36,-12.73,-2.64,20.64,2019-11-11,"2019-11-11 04","2019-11-10 21:25:16","2019-11-11 04ETH"
21.06,66.42,2,"Ethereum","ETH",188.71,0.1,0.02,-0.74,0.25,1.38,4.25,-12.82,-2.75,20.27,2019-11-11,"2019-11-11 05","2019-11-10 22:23:56","2019-11-11 05ETH"
21.34,65.95,2,"Ethereum","ETH",188.02,0.04,-0.4,-0.65,0.27,1.01,3.87,-13.14,-3.1,19.84,2019-11-11,"2019-11-11 06","2019-11-10 23:22:55","2019-11-11 06ETH"
24.08,65.62,2,"Ethereum","ETH",187.05,0.19,0.32,-0.86,-0.34,0.49,3.33,-13.59,-3.6,19.42,2019-11-11,"2019-11-11 07","2019-11-11 00:20:07","2019-11-11 07ETH"
23.81,65.59,2,"Ethereum","ETH",187,0.01,-0.08,-0.94,-0.08,0.46,3.3,-13.62,-3.63,19.07,2019-11-11,"2019-11-11 08","2019-11-11 01:19:46","2019-11-11 08ETH"
23.59,65.42,2,"Ethereum","ETH",187,0.46,0.21,0.29,-0.2,0.46,3.3,-13.61,-3.63,18.66,2019-11-11,"2019-11-11 09","2019-11-11 02:25:07","2019-11-11 09ETH"
30.8,65.1,2,"Ethereum","ETH",186.63,0.34,0.34,-0.27,-0.61,0.26,3.1,-13.78,-3.82,20.88,2019-11-11,"2019-11-11 10","2019-11-11 03:20:20","2019-11-11 10ETH"
30.41,64.99,2,"Ethereum","ETH",186.8,-0.26,-0.53,0.1,-0.13,0.35,3.19,-13.7,-3.73,20.48,2019-11-11,"2019-11-11 11","2019-11-11 04:19:54","2019-11-11 11ETH"
29.92,65.32,2,"Ethereum","ETH",187.16,-0.02,0.02,0.63,-0.24,0.55,3.39,-13.54,-3.55,20.07,2019-11-11,"2019-11-11 12","2019-11-11 05:24:15","2019-11-11 12ETH"
29.78,65.31,2,"Ethereum","ETH",186.61,-0.48,-0.26,-0.63,-0.08,0.25,3.09,-13.79,-3.83,22.64,2019-11-11,"2019-11-11 13","2019-11-11 06:21:55","2019-11-11 13ETH"
29.5,65.36,2,"Ethereum","ETH",187.37,0,-0.07,0.13,0.08,0.66,3.51,-13.44,-3.44,22.18,2019-11-11,"2019-11-11 14","2019-11-11 07:19:27","2019-11-11 14ETH"
29.04,65.82,2,"Ethereum","ETH",187.8,0.42,0.47,0.38,0.36,0.89,3.74,-13.24,-3.22,21.69,2019-11-11,"2019-11-11 15","2019-11-11 08:24:40","2019-11-11 15ETH"
28.65,65.13,2,"Ethereum","ETH",186.23,-0.08,-0.14,-0.68,-2.07,0.05,2.88,-13.97,-4.03,21.3,2019-11-11,"2019-11-11 16","2019-11-11 09:20:43","2019-11-11 16ETH"
28.24,65.6,2,"Ethereum","ETH",186.07,-0.61,-0.39,-0.45,-1.97,-0.04,2.79,-14.04,-4.11,20.91,2019-11-11,"2019-11-11 17","2019-11-11 10:20:58","2019-11-11 17ETH"
27.86,65.31,2,"Ethereum","ETH",185.93,-0.24,-0.24,-0.3,-2.29,-0.11,2.71,-14.11,-4.18,20.5,2019-11-11,"2019-11-11 18","2019-11-11 11:19:48","2019-11-11 18ETH"
27.36,65.73,2,"Ethereum","ETH",187.02,0.17,-0.11,0.12,-1.7,0.47,3.32,-13.6,-3.62,20.01,2019-11-11,"2019-11-11 19","2019-11-11 12:22:09","2019-11-11 19ETH"
26.91,65.58,2,"Ethereum","ETH",186.75,-0.06,-0.19,0.2,-1.53,0.33,3.16,-13.73,-3.76,19.58,2019-11-11,"2019-11-11 20","2019-11-11 13:23:28","2019-11-11 20ETH"
26.61,65.54,2,"Ethereum","ETH",185.95,-0.19,-0.27,-0.68,-2.09,-0.1,2.72,-14.1,-4.17,19.13,2019-11-11,"2019-11-11 21","2019-11-11 14:19:32","2019-11-11 21ETH"
26.43,65.44,2,"Ethereum","ETH",186.26,0.04,-0.17,-0.45,-2.1,0.06,2.89,-13.96,-4.01,21.01,2019-11-11,"2019-11-11 22","2019-11-11 15:18:09","2019-11-11 22ETH"
26.56,65.09,2,"Ethereum","ETH",184.79,-0.54,-0.64,-0.9,-2.5,-0.73,2.08,-14.63,-4.77,25.04,2019-11-11,"2019-11-11 23","2019-11-11 16:19:07","2019-11-11 23ETH"
26.38,65.17,2,"Ethereum","ETH",185.18,0.13,0.04,-0.75,-2.47,-1.91,2.75,-12.42,-1.71,24.58,2019-11-12,"2019-11-12 00","2019-11-11 17:18:05","2019-11-12 00ETH"
25.97,65.25,2,"Ethereum","ETH",185.99,-0.04,0.01,0.01,-2.26,-1.48,3.2,-12.04,-1.28,24,2019-11-12,"2019-11-12 01","2019-11-11 18:18:03","2019-11-12 01ETH"
25.61,65.36,2,"Ethereum","ETH",186.48,0.19,0.17,0.75,-1.91,-1.22,3.48,-11.81,-1.02,23.51,2019-11-12,"2019-11-12 02","2019-11-11 19:18:40","2019-11-12 02ETH"
25.89,65.39,2,"Ethereum","ETH",185.99,0.03,0.03,0.01,-1.72,-1.48,3.2,-12.04,-1.28,23.05,2019-11-12,"2019-11-12 03","2019-11-11 20:15:29","2019-11-12 03ETH"
25.57,65.16,2,"Ethereum","ETH",185.64,0.11,0.1,-0.28,-1.61,-1.67,3.01,-12.2,-1.47,22.52,2019-11-12,"2019-11-12 04","2019-11-11 21:16:13","2019-11-12 04ETH"
25.26,65.27,2,"Ethereum","ETH",186.22,0.21,0.21,0.15,-1.35,-1.36,3.33,-11.93,-1.16,22.05,2019-11-12,"2019-11-12 05","2019-11-11 22:15:30","2019-11-12 05ETH"
24.83,65.31,2,"Ethereum","ETH",186.53,0.34,0.36,0.58,0.04,-1.2,3.5,-11.78,-1,21.57,2019-11-12,"2019-11-12 06","2019-11-11 23:15:16","2019-11-12 06ETH"
24.43,65.51,2,"Ethereum","ETH",187.08,0.34,0.34,0.67,-0.04,-0.91,3.8,-11.52,-0.71,21.06,2019-11-12,"2019-11-12 07","2019-11-12 00:19:00","2019-11-12 07ETH"
24.01,65.68,2,"Ethereum","ETH",186.53,0.33,0.05,0.36,-0.04,-1.19,3.5,-11.78,-0.99,20.65,2019-11-12,"2019-11-12 08","2019-11-12 01:20:49","2019-11-12 08ETH"
23.68,65.37,2,"Ethereum","ETH",186.11,-0.1,-0.2,-0.18,0.06,-1.42,3.27,-11.98,-1.22,20.26,2019-11-12,"2019-11-12 09","2019-11-12 02:19:55","2019-11-12 09ETH"
23.23,65.44,2,"Ethereum","ETH",186.26,0.07,0.17,-0.09,-0.82,-1.34,3.35,-11.91,-1.14,19.81,2019-11-12,"2019-11-12 10","2019-11-12 03:21:55","2019-11-12 10ETH"
22.97,65.4,2,"Ethereum","ETH",185.69,-0.41,-0.41,-0.43,-0.77,-1.64,3.03,-12.18,-1.44,20.76,2019-11-12,"2019-11-12 11","2019-11-12 04:23:31","2019-11-12 11ETH"
22.85,65.51,2,"Ethereum","ETH",186.23,-0.62,-0.09,0.16,-0.46,-1.35,3.34,-11.92,-1.15,20.27,2019-11-12,"2019-11-12 12","2019-11-12 05:24:59","2019-11-12 12ETH"
22.66,64.99,2,"Ethereum","ETH",186.61,-0.01,-0.34,0.08,-0.48,-1.15,3.55,-11.75,-0.95,19.85,2019-11-12,"2019-11-12 13","2019-11-12 06:22:19","2019-11-12 13ETH"
24.91,64.94,2,"Ethereum","ETH",184.27,0.09,0.16,-1.14,-1.41,-2.39,2.25,-12.85,-2.19,31.16,2019-11-12,"2019-11-12 14","2019-11-12 07:24:35","2019-11-12 14ETH"
24.62,64.63,2,"Ethereum","ETH",183.49,-0.92,-0.7,-2,-1.61,-2.8,1.82,-13.22,-2.61,30.45,2019-11-12,"2019-11-12 15","2019-11-12 08:26:02","2019-11-12 15ETH"
24.53,65.11,2,"Ethereum","ETH",185.71,0.2,0.01,0.94,-0.59,-1.63,3.04,-12.17,-1.43,29.87,2019-11-12,"2019-11-12 16","2019-11-12 09:16:21","2019-11-12 16ETH"
24.16,65.37,2,"Ethereum","ETH",185.31,-0.01,-0.08,0.28,-0.57,-1.84,2.83,-12.36,-1.64,29.15,2019-11-12,"2019-11-12 17","2019-11-12 10:17:32","2019-11-12 17ETH"
23.7,65.4,2,"Ethereum","ETH",186.31,-0.1,-0.4,0.34,-0.49,-1.31,3.38,-11.88,-1.11,28.5,2019-11-12,"2019-11-12 18","2019-11-12 11:11:42","2019-11-12 18ETH"
23.7,65.52,2,"Ethereum","ETH",186.73,0.13,-0.17,0.56,-0.26,-1.09,3.61,-11.69,-0.89,28.5,2019-11-12,"2019-11-12 18","2019-11-12 11:14:27","2019-11-12 18ETH"
23.39,65.52,2,"Ethereum","ETH",186.22,0.14,-0.1,0.41,-0.47,-1.36,3.33,-11.93,-1.16,27.81,2019-11-12,"2019-11-12 19","2019-11-12 12:18:32","2019-11-12 19ETH"
22.92,65.47,2,"Ethereum","ETH",186.6,0.03,-0.03,-0.24,0.08,-1.16,3.54,-11.75,-0.96,27.25,2019-11-12,"2019-11-12 20","2019-11-12 13:14:05","2019-11-12 20ETH"
22.44,65.67,2,"Ethereum","ETH",187.09,0.01,-0.09,0.36,0.27,-0.9,3.81,-11.52,-0.7,26.59,2019-11-12,"2019-11-12 21","2019-11-12 14:15:58","2019-11-12 21ETH"
21.94,65.58,2,"Ethereum","ETH",186.36,-0.02,-0.2,-0.16,0.21,-1.28,3.41,-11.86,-1.08,26.03,2019-11-12,"2019-11-12 22","2019-11-12 15:16:38","2019-11-12 22ETH"
21.5,65.45,2,"Ethereum","ETH",186.69,-0.02,0.01,-0.3,0.86,-1.11,3.59,-11.71,-0.91,25.43,2019-11-12,"2019-11-12 23","2019-11-12 16:13:35","2019-11-12 23ETH"
21,65.55,2,"Ethereum","ETH",186.66,-0.16,-0.27,-0.04,0.37,-2.41,2.79,-10.82,-4.99,24.82,2019-11-13,"2019-11-13 00","2019-11-12 17:14:05","2019-11-13 00ETH"
20.55,65.39,2,"Ethereum","ETH",185.97,-0.18,-0.16,-0.38,-0.1,-2.77,2.41,-11.15,-5.34,24.24,2019-11-13,"2019-11-13 01","2019-11-12 18:13:05","2019-11-13 01ETH"
20.15,65.2,2,"Ethereum","ETH",186,-0.2,-0.2,-0.62,0.03,-2.75,2.43,-11.14,-5.33,23.64,2019-11-13,"2019-11-13 02","2019-11-12 19:14:08","2019-11-13 02ETH"
19.97,65.25,2,"Ethereum","ETH",186.01,-0.2,-0.15,-0.14,0.3,-2.75,2.43,-11.13,-5.32,23.12,2019-11-13,"2019-11-13 03","2019-11-12 20:13:31","2019-11-13 03ETH"
19.83,65.23,2,"Ethereum","ETH",185.22,-0.02,-0.02,-0.61,-0.32,-3.16,2,-11.51,-5.72,22.56,2019-11-13,"2019-11-13 04","2019-11-12 21:15:24","2019-11-13 04ETH"
19.63,65.2,2,"Ethereum","ETH",185.81,0.53,0.3,-0.25,-0.03,-2.85,2.32,-11.23,-5.42,22.05,2019-11-13,"2019-11-13 05","2019-11-12 22:11:50","2019-11-13 05ETH"
19.42,65.13,2,"Ethereum","ETH",184.9,-0.05,-0.34,-0.2,-0.83,-3.33,1.82,-11.66,-5.89,21.56,2019-11-13,"2019-11-13 06","2019-11-12 23:14:18","2019-11-13 06ETH"
19.12,65.38,2,"Ethereum","ETH",185.37,-0.14,0.21,0.06,-0.57,-3.08,2.08,-11.44,-5.65,21.03,2019-11-13,"2019-11-13 07","2019-11-13 00:13:51","2019-11-13 07ETH"
18.8,65.39,2,"Ethereum","ETH",185.05,0.29,-0.11,-0.27,-0.78,-3.25,1.9,-11.59,-5.81,20.57,2019-11-13,"2019-11-13 08","2019-11-13 01:12:23","2019-11-13 08ETH"
18.47,65.57,2,"Ethereum","ETH",187.38,-0.09,0.06,1.29,0.77,-2.03,3.19,-10.48,-4.62,20.19,2019-11-13,"2019-11-13 09","2019-11-13 02:12:48","2019-11-13 09ETH"
21.91,65.83,2,"Ethereum","ETH",188.7,0.27,0.33,1.86,1.2,-1.34,3.91,-9.85,-3.96,23.44,2019-11-13,"2019-11-13 10","2019-11-13 03:15:32","2019-11-13 10ETH"
21.58,65.77,2,"Ethereum","ETH",188.33,-0.21,-0.19,0.57,1.04,-1.53,3.71,-10.02,-4.14,23.09,2019-11-13,"2019-11-13 11","2019-11-13 04:12:29","2019-11-13 11ETH"
21.63,65.43,2,"Ethereum","ETH",187.72,-0.13,0.15,-0.19,0.25,-1.85,3.38,-10.31,-4.45,27.27,2019-11-13,"2019-11-13 12","2019-11-13 05:04:22","2019-11-13 12ETH"
21.37,65.42,2,"Ethereum","ETH",187.07,-0.21,-0.28,-0.54,-0.09,-2.19,3.02,-10.62,-4.78,26.74,2019-11-13,"2019-11-13 13","2019-11-13 06:01:20","2019-11-13 13ETH"
21.41,65.49,2,"Ethereum","ETH",186.31,-0.3,-0.08,-0.69,0.81,-2.6,2.59,-10.99,-5.18,26.11,2019-11-13,"2019-11-13 14","2019-11-13 07:03:35","2019-11-13 14ETH"
20.94,65.69,2,"Ethereum","ETH",186.54,0.14,0.03,-0.32,0.46,-2.47,2.72,-10.88,-5.05,25.52,2019-11-13,"2019-11-13 15","2019-11-13 08:01:20","2019-11-13 15ETH"
20.61,65.44,2,"Ethereum","ETH",187.76,0.17,0.35,0.71,1.24,-1.83,3.4,-10.3,-4.43,24.93,2019-11-13,"2019-11-13 16","2019-11-13 09:07:03","2019-11-13 16ETH"
21.6,65.47,2,"Ethereum","ETH",188.31,-0.09,-0.31,1.01,0.67,-1.55,3.7,-10.03,-4.15,31.97,2019-11-13,"2019-11-13 17","2019-11-13 10:01:23","2019-11-13 17ETH"
22.69,66.3,2,"Ethereum","ETH",188.9,0.09,-0.05,0.96,1.33,-1.24,4.02,-9.75,-3.85,31.35,2019-11-13,"2019-11-13 18","2019-11-13 11:02:31","2019-11-13 18ETH"
22.27,65.59,2,"Ethereum","ETH",188.04,-0.48,-0.5,0.51,0.87,-1.69,3.55,-10.16,-4.29,30.97,2019-11-13,"2019-11-13 19","2019-11-13 12:03:07","2019-11-13 19ETH"
21.87,65.57,2,"Ethereum","ETH",187.94,-0.25,-0.1,-0.56,0.36,-1.74,3.49,-10.21,-4.34,30.52,2019-11-13,"2019-11-13 20","2019-11-13 13:02:40","2019-11-13 20ETH"
21.38,65.63,2,"Ethereum","ETH",187.97,0.34,0.23,0.03,0.66,-1.73,3.51,-10.2,-4.33,29.96,2019-11-13,"2019-11-13 21","2019-11-13 14:00:59","2019-11-13 21ETH"
20.97,65.66,2,"Ethereum","ETH",187.17,-0.07,-0.4,-0.52,0.26,-2.14,3.07,-10.58,-4.73,29.42,2019-11-13,"2019-11-13 22","2019-11-13 15:01:59","2019-11-13 22ETH"
20.58,65.53,2,"Ethereum","ETH",187.94,0.13,0.02,0.14,0.41,-1.74,3.49,-10.21,-4.34,28.98,2019-11-13,"2019-11-13 23","2019-11-13 16:01:29","2019-11-13 23ETH"
20.11,65.61,2,"Ethereum","ETH",188.55,0.11,0.19,0.34,1.23,0.93,0.86,1.3,-13.54,28.45,2019-11-14,"2019-11-14 00","2019-11-13 17:04:43","2019-11-14 00ETH"
19.7,65.58,2,"Ethereum","ETH",188.08,0.11,-0.08,0.12,0.92,0.68,0.6,1.05,-13.75,27.97,2019-11-14,"2019-11-14 01","2019-11-13 18:01:39","2019-11-14 01ETH"
19.4,65.34,2,"Ethereum","ETH",187.54,-0.21,-0.02,-0.35,0.68,0.39,0.31,0.76,-14,27.53,2019-11-14,"2019-11-14 02","2019-11-13 19:01:42","2019-11-14 02ETH"
19.06,65.27,2,"Ethereum","ETH",187.36,0.2,-0.12,-0.45,0.58,0.3,0.22,0.66,-14.08,27.05,2019-11-14,"2019-11-14 03","2019-11-13 20:00:53","2019-11-14 03ETH"
19.12,65.33,2,"Ethereum","ETH",187.51,-0.01,-0.05,-0.04,1.22,0.38,0.3,0.74,-14.01,26.5,2019-11-14,"2019-11-14 04","2019-11-13 21:02:33","2019-11-14 04ETH"
20.21,64.63,2,"Ethereum","ETH",185.79,0.11,0.01,-0.97,0.13,-0.55,-0.62,-0.18,-14.8,25.96,2019-11-14,"2019-11-14 05","2019-11-13 22:01:05","2019-11-14 05ETH"
20.37,64.88,2,"Ethereum","ETH",185.95,0.22,0.01,-0.88,0.52,-0.46,-0.53,-0.09,-14.73,25.41,2019-11-14,"2019-11-14 06","2019-11-13 23:02:41","2019-11-14 06ETH"
20.11,65,2,"Ethereum","ETH",186.19,-0.1,-0.09,0.19,0.65,-0.33,-0.41,0.03,-14.62,24.92,2019-11-14,"2019-11-14 07","2019-11-14 00:01:24","2019-11-14 07ETH"
19.98,64.63,2,"Ethereum","ETH",185.2,-0.42,-0.05,-0.47,-1.11,-0.86,-0.94,-0.5,-15.08,24.35,2019-11-14,"2019-11-14 08","2019-11-14 01:02:45","2019-11-14 08ETH"
24.32,64.72,2,"Ethereum","ETH",184.98,-0.21,-0.35,-0.75,-1.65,-0.98,-1.06,-0.62,-15.18,23.83,2019-11-14,"2019-11-14 09","2019-11-14 02:02:53","2019-11-14 09ETH"
24.14,64.76,2,"Ethereum","ETH",185.62,-0.06,0,0.18,-1.31,-0.63,-0.71,-0.27,-14.88,23.36,2019-11-14,"2019-11-14 10","2019-11-14 03:01:06","2019-11-14 10ETH"
23.8,64.52,2,"Ethereum","ETH",184.49,-0.67,-0.11,-0.61,-1.66,-1.24,-1.32,-0.88,-15.4,22.83,2019-11-14,"2019-11-14 11","2019-11-14 04:03:08","2019-11-14 11ETH"
23.86,64.63,2,"Ethereum","ETH",184.7,0.01,0.04,-0.5,-1.55,-1.13,-1.21,-0.77,-15.3,24.62,2019-11-14,"2019-11-14 12","2019-11-14 05:01:29","2019-11-14 12ETH"
23.54,64.78,2,"Ethereum","ETH",185.33,0.35,0.14,0.39,-0.6,-0.79,-0.87,-0.43,-15.01,24.15,2019-11-14,"2019-11-14 13","2019-11-14 06:03:33","2019-11-14 13ETH"
23.33,65.09,2,"Ethereum","ETH",185.93,-0.11,-0.12,0.35,-0.26,-0.47,-0.54,-0.11,-14.74,23.63,2019-11-14,"2019-11-14 14","2019-11-14 07:03:26","2019-11-14 14ETH"
23.08,64.95,2,"Ethereum","ETH",187.06,1.62,0.77,0.68,-0.02,0.14,0.06,0.5,-14.22,23.14,2019-11-14,"2019-11-14 15","2019-11-14 08:01:11","2019-11-14 15ETH"
26.45,64.49,2,"Ethereum","ETH",184.11,0.02,-0.28,-1.1,-2.42,-1.45,-1.52,-1.09,-15.57,22.68,2019-11-14,"2019-11-14 16","2019-11-14 09:01:50","2019-11-14 16ETH"
26.02,64.89,2,"Ethereum","ETH",186.12,0.59,0.81,-0.01,-1.35,-0.37,-0.44,0,-14.65,22.19,2019-11-14,"2019-11-14 17","2019-11-14 10:00:37","2019-11-14 17ETH"
25.52,65.02,2,"Ethereum","ETH",186.36,0.4,-0.37,0.94,-0.83,-0.24,-0.32,0.12,-14.54,21.79,2019-11-14,"2019-11-14 18","2019-11-14 11:01:07","2019-11-14 18ETH"
25.54,64.74,2,"Ethereum","ETH",184.92,0.21,-0.11,-1.21,-1.71,-1.01,-1.09,-0.65,-15.2,26.15,2019-11-14,"2019-11-14 19","2019-11-14 12:02:51","2019-11-14 19ETH"
25.09,64.73,2,"Ethereum","ETH",183.88,-0.13,-0.24,-1.49,-2.02,-1.56,-1.64,-1.21,-15.68,25.57,2019-11-14,"2019-11-14 20","2019-11-14 13:02:13","2019-11-14 20ETH"
24.74,64.97,2,"Ethereum","ETH",184.9,0.2,-0.1,-0.12,-1.6,-1.02,-1.1,-0.66,-15.21,24.99,2019-11-14,"2019-11-14 21","2019-11-14 14:01:07","2019-11-14 21ETH"
24.26,64.81,2,"Ethereum","ETH",185.43,-0.13,-0.15,0.6,-1.29,-0.74,-0.81,-0.37,-14.97,24.45,2019-11-14,"2019-11-14 22","2019-11-14 15:02:02","2019-11-14 22ETH"
27.68,64.66,2,"Ethereum","ETH",185.14,0.09,0.13,0,-1.63,-0.89,-0.97,-0.53,-15.1,23.95,2019-11-14,"2019-11-14 23","2019-11-14 16:01:14","2019-11-14 23ETH"
27.28,64.78,2,"Ethereum","ETH",185.71,-0.02,0.32,0.31,-1.32,-0.59,-0.67,-0.23,-14.84,25.09,2019-11-15,"2019-11-15 00","2019-11-14 17:01:57","2019-11-15 00ETH"
26.8,64.5,2,"Ethereum","ETH",184.6,-0.46,-0.24,-0.28,-1.59,0.18,2.04,-2.08,-25.72,24.57,2019-11-15,"2019-11-15 01","2019-11-14 18:01:40","2019-11-15 01ETH"
26.9,64.12,2,"Ethereum","ETH",183.89,-0.26,-0.09,-1.04,-1.98,-0.21,1.65,-2.45,-26.01,25.33,2019-11-15,"2019-11-15 02","2019-11-14 19:02:52","2019-11-15 02ETH"
28.26,63.65,2,"Ethereum","ETH",182.08,-0.88,-0.11,-1.61,-2.95,-1.19,0.64,-3.42,-26.74,36.74,2019-11-15,"2019-11-15 03","2019-11-14 20:02:29","2019-11-15 03ETH"
28.04,63.94,2,"Ethereum","ETH",182.22,-0.21,-0.03,-1.53,-2.87,-1.11,0.72,-3.34,-26.68,36.02,2019-11-15,"2019-11-15 04","2019-11-14 21:04:12","2019-11-15 04ETH"
28.13,63.94,2,"Ethereum","ETH",182.23,-0.01,-0.02,-1.03,-1.94,-1.11,0.73,-3.34,-26.67,35.29,2019-11-15,"2019-11-15 05","2019-11-14 22:02:55","2019-11-15 05ETH"
27.82,63.99,2,"Ethereum","ETH",182.91,0.05,0.09,0.35,-1.7,-0.74,1.1,-2.98,-26.4,34.51,2019-11-15,"2019-11-15 06","2019-11-14 23:03:00","2019-11-15 06ETH"
27.4,64.16,2,"Ethereum","ETH",183.54,0.02,0.2,0.7,-1.52,-0.4,1.45,-2.64,-26.15,33.77,2019-11-15,"2019-11-15 07","2019-11-15 00:01:53","2019-11-15 07ETH"
26.98,64.15,2,"Ethereum","ETH",184.46,0.74,0.42,0.71,-0.63,0.1,1.96,-2.15,-25.78,32.91,2019-11-15,"2019-11-15 08","2019-11-15 01:03:27","2019-11-15 08ETH"
26.47,64.58,2,"Ethereum","ETH",184.46,0.01,0.42,0.71,-0.63,0.1,1.96,-2.15,-25.78,32.21,2019-11-15,"2019-11-15 09","2019-11-15 02:01:14","2019-11-15 09ETH"
25.88,64.46,2,"Ethereum","ETH",184.57,-0.31,-0.05,0.48,-0.03,0.16,2.02,-2.1,-25.73,31.44,2019-11-15,"2019-11-15 10","2019-11-15 03:03:33","2019-11-15 10ETH"
25.39,64.74,2,"Ethereum","ETH",184.85,0.36,-0.01,0.3,-0.24,0.31,2.18,-1.95,-25.62,30.76,2019-11-15,"2019-11-15 11","2019-11-15 04:02:12","2019-11-15 11ETH"
24.8,64.41,2,"Ethereum","ETH",184.3,-0.43,-0.22,-0.2,-0.81,0.01,1.87,-2.24,-25.84,30.06,2019-11-15,"2019-11-15 12","2019-11-15 05:02:33","2019-11-15 12ETH"
24.25,64.78,2,"Ethereum","ETH",185.36,0.18,0.36,0.38,-0.24,0.59,2.46,-1.68,-25.42,29.39,2019-11-15,"2019-11-15 13","2019-11-15 06:01:38","2019-11-15 13ETH"
23.63,64.86,2,"Ethereum","ETH",184.2,-0.44,-0.3,-0.27,-0.51,-0.04,1.82,-2.29,-25.88,28.72,2019-11-15,"2019-11-15 14","2019-11-15 07:05:27","2019-11-15 14ETH"
29.7,63.33,2,"Ethereum","ETH",180.17,-0.53,-0.14,-2.89,-2.42,-2.23,-0.41,-4.43,-27.51,40.32,2019-11-15,"2019-11-15 15","2019-11-15 08:04:24","2019-11-15 15ETH"
31.16,63.26,2,"Ethereum","ETH",180.26,-0.08,-0.23,-2.43,-3.7,-2.18,-0.36,-4.38,-27.47,39.6,2019-11-15,"2019-11-15 16","2019-11-15 09:03:29","2019-11-15 16ETH"
31.1,63.42,2,"Ethereum","ETH",180.4,0.31,-0.03,-0.01,-3.35,-2.1,-0.28,-4.31,-27.41,39.08,2019-11-15,"2019-11-15 17","2019-11-15 10:01:12","2019-11-15 17ETH"
30.75,63.61,2,"Ethereum","ETH",180.48,-0.15,-0.26,-0.11,-2.51,-2.06,-0.24,-4.27,-27.38,38.16,2019-11-15,"2019-11-15 18","2019-11-15 11:03:08","2019-11-15 18ETH"
30.47,63.52,2,"Ethereum","ETH",181.33,0.16,0.14,0.36,-1.63,-1.6,0.23,-3.82,-27.04,37.36,2019-11-15,"2019-11-15 19","2019-11-15 12:02:13","2019-11-15 19ETH"
30.17,63.42,2,"Ethereum","ETH",179.97,-0.6,-0.62,-0.39,-2.36,-2.33,-0.52,-4.53,-27.58,36.55,2019-11-15,"2019-11-15 20","2019-11-15 13:03:34","2019-11-15 20ETH"
29.56,63.56,2,"Ethereum","ETH",181.41,0.25,0.1,0.18,-2.32,-1.55,0.28,-3.77,-27,35.35,2019-11-15,"2019-11-15 21","2019-11-15 14:28:45","2019-11-15 21ETH"
29.35,63.65,2,"Ethereum","ETH",181.32,-0.27,-0.07,0.37,-2.05,-1.6,0.22,-3.82,-27.04,34.6,2019-11-15,"2019-11-15 22","2019-11-15 15:25:04","2019-11-15 22ETH"
29.11,63.72,2,"Ethereum","ETH",181.78,0.15,0.07,0.3,-2.18,-1.35,0.48,-3.58,-26.86,33.99,2019-11-15,"2019-11-15 23","2019-11-15 16:12:05","2019-11-15 23ETH"
28.79,63.37,2,"Ethereum","ETH",181.4,0.23,0.11,-0.02,-1.97,-2.31,3.31,-2.3,-31.52,33.26,2019-11-16,"2019-11-16 00","2019-11-15 17:09:39","2019-11-16 00ETH"
28.54,63.32,2,"Ethereum","ETH",181.11,-0.25,-0.06,-0.3,-1.64,-2.47,3.14,-2.46,-31.63,32.37,2019-11-16,"2019-11-16 01","2019-11-15 18:22:01","2019-11-16 01ETH"
28.3,63.4,2,"Ethereum","ETH",181.09,-0.24,-0.24,-0.07,-0.65,-2.48,3.13,-2.47,-31.64,31.74,2019-11-16,"2019-11-16 02","2019-11-15 19:14:51","2019-11-16 02ETH"
28.11,63.17,2,"Ethereum","ETH",181.05,0.21,-0.07,-0.09,-0.67,-2.5,3.11,-2.49,-31.66,31.28,2019-11-16,"2019-11-16 03","2019-11-15 20:04:08","2019-11-16 03ETH"
27.87,63.21,2,"Ethereum","ETH",181.12,0.15,-0.03,-0.05,-0.63,-2.46,3.15,-2.45,-31.63,30.7,2019-11-16,"2019-11-16 04","2019-11-15 21:04:26","2019-11-16 04ETH"
27.59,63.19,2,"Ethereum","ETH",181.22,0.25,0.09,-0.17,-0.84,-2.41,3.2,-2.4,-31.59,30.12,2019-11-16,"2019-11-16 05","2019-11-15 22:00:46","2019-11-16 05ETH"
27.27,63.06,2,"Ethereum","ETH",180.95,-0.09,-0.17,-0.06,-1.46,-2.55,3.05,-2.55,-31.69,29.43,2019-11-16,"2019-11-16 06","2019-11-15 23:04:17","2019-11-16 06ETH"
27.08,63.11,2,"Ethereum","ETH",181.02,-0.39,-0.08,-0.12,-1.45,-2.51,3.09,-2.51,-31.67,28.84,2019-11-16,"2019-11-16 07","2019-11-16 00:02:10","2019-11-16 07ETH"
26.73,63.38,2,"Ethereum","ETH",182.04,-0.3,0.09,0.44,-1.22,-1.97,3.67,-1.96,-31.28,28.27,2019-11-16,"2019-11-16 08","2019-11-16 01:02:07","2019-11-16 08ETH"
26.34,63.52,2,"Ethereum","ETH",181.92,0.16,0.07,0.49,-1.49,-2.03,3.6,-2.02,-31.33,27.63,2019-11-16,"2019-11-16 09","2019-11-16 02:06:15","2019-11-16 09ETH"
